"rec_date","rec_date_c","genre","genre_stim","gloss","transl","sound_quality","background_noise","word_tokens","word_tokens_core","extended","lang","spk_code_a","spk_code_b","spk_age_a","spk_age_b","spk_age_c_a","spk_age_c_b","spk_sex_a","spk_sex_b","file"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","120","120","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_1"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","151","151","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_10"
"2017-01-25","certain","personal narrative","na","none","Swahili/English","good","none","55","55","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_2"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","343","343","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_3"
"2017-01-25","certain","personal narrative","na","none","Swahili/English","good","none","172","172","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_4"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","168","168","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_5"
"2017-01-25","certain","personal narrative","na","none","Swahili/English","good","none","223","223","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_6"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","182","182","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_7"
"2017-01-25","certain","personal narrative","na","none","Swahili/English","good","none","232","232","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_8"
"2017-01-25","certain","traditional narrative","na","none","Swahili/English","good","none","162","162","no","tsim1256","MM",NA,"55",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-1-25_MM_9"
"2017-03-10","certain","personal narrative","na","none","Swahili/English","good","punctual","158","158","no","tsim1256","WQ",NA,"70",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-10_1"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","293","293","no","tsim1256","GBF",NA,"50",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_10"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","183","183","no","tsim1256","UG",NA,"40",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_11"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","217","217","no","tsim1256","UG",NA,"40",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_12"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","445","445","no","tsim1256","UB",NA,"35",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_13"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","193","193","no","tsim1256","UB",NA,"35",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_14"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","252","252","no","tsim1256","WQ",NA,"70",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-10_2"
"2017-03-10","certain","personal narrative","na","none","Swahili/English","good","punctual","229","229","no","tsim1256","WQ",NA,"70",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-10_3"
"2017-03-10","certain","personal narrative","na","none","Swahili/English","good","punctual","277","277","no","tsim1256","MQ",NA,"40",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_4"
"2017-03-10","certain","personal narrative","na","none","Swahili/English","good","punctual","380","380","no","tsim1256","MQ",NA,"40",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_5"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","390","390","no","tsim1256","GG",NA,"60",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-10_6"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","87","87","no","tsim1256","GBF",NA,"50",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_8"
"2017-03-10","certain","traditional narrative","na","none","Swahili/English","good","punctual","98","98","no","tsim1256","GBF",NA,"50",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-10_9"
"2017-03-14","certain","traditional narrative","na","none","Swahili/English","medium","punctual","335","335","no","tsim1256","GG",NA,"60",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-14_18"
"2017-03-14","certain","traditional narrative","na","none","Swahili/English","medium","punctual","95","95","no","tsim1256","GG",NA,"60",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-14_19"
"2017-03-03","certain","personal narrative","na","none","Swahili/English","good","punctual","224","224","no","tsim1256","BG",NA,"70",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-3_11"
"2017-03-03","certain","traditional narrative","na","none","Swahili/English","good","punctual","189","189","no","tsim1256","BG",NA,"70",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-3_12"
"2017-03-08","certain","personal narrative","na","none","Swahili/English","good","punctual","73","73","no","tsim1256","BG",NA,"70",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-8_11"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","none","95","95","no","tsim1256","JMM",NA,"50",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-8_17"
"2017-03-08","certain","personal narrative","na","none","Swahili/English","good","punctual","199","199","no","tsim1256","GW",NA,"30",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-8_18"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","punctual","284","284","no","tsim1256","WQ",NA,"70",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-8_2"
"2017-03-08","certain","personal narrative","na","none","Swahili/English","good","none","139","139","no","tsim1256","DQ",NA,"60",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-8_20"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","none","94","94","no","tsim1256","DQ",NA,"60",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-8_21"
"2017-03-08","certain","personal narrative","na","none","Swahili/English","good","none","62","62","no","tsim1256","DQ",NA,"60",NA,"approximate",NA,"f",NA,"doreco_tsim1256_IGS0229_2017-3-8_22"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","punctual","333","333","no","tsim1256","GB",NA,"50",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-8_4"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","none","129","129","no","tsim1256","GB",NA,"50",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-8_5"
"2017-03-08","certain","traditional narrative","na","none","Swahili/English","good","punctual","207","207","no","tsim1256","JW",NA,"30",NA,"approximate",NA,"m",NA,"doreco_tsim1256_IGS0229_2017-3-8_6"
"2015-12","certain","traditional narrative","na","all","English","good","none","54","54","no","urum1249","A01",NA,"24",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A01"
"2015-12","certain","traditional narrative","na","all","English","medium","punctual","46","46","no","urum1249","A02",NA,"63",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-A02"
"2015-12","certain","traditional narrative","na","all","English","medium","punctual","48","48","no","urum1249","A03",NA,"69",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A03"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","92","92","no","urum1249","A04",NA,"34",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A04"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","72","72","no","urum1249","A05",NA,"81",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A05"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","140","140","no","urum1249","A06",NA,"79",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A06"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","90","90","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-A07"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","75","75","no","urum1249","A08",NA,"27",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A08"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","131","131","no","urum1249","A09",NA,"83",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-A09"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","129","129","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A10"
"2015-12","certain","traditional narrative","na","all","English","medium","punctual","78","78","no","urum1249","A11",NA,"74",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A11"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","176","176","no","urum1249","A12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-A12"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","105","105","no","urum1249","A13",NA,"41",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A13"
"2015-12","certain","traditional narrative","na","all","English","good","constant","163","163","no","urum1249","A14",NA,"17",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-A14"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","87","87","no","urum1249","A15",NA,"18",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A15"
"2015-12","certain","traditional narrative","na","all","English","good","constant","166","166","no","urum1249","A16",NA,"47",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-A16"
"2015","approximate","traditional narrative","na","all","English","good","none","107","107","no","urum1249","B01",NA,"52",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B01"
"2015","approximate","traditional narrative","na","all","English","good","punctual","71","71","no","urum1249","B02",NA,"61",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-B02"
"2015","approximate","traditional narrative","na","all","English","good","none","69","69","no","urum1249","B03",NA,"21",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B03"
"2015","approximate","traditional narrative","na","all","English","medium","none","50","50","no","urum1249","B04",NA,"29",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B04"
"2015","approximate","traditional narrative","na","all","English","medium","punctual","51","51","no","urum1249","B06",NA,"30",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B06"
"2015","approximate","traditional narrative","na","all","English","medium","none","54","54","no","urum1249","B07",NA,"78",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B07"
"2015","approximate","traditional narrative","na","all","English","good","none","44","44","no","urum1249","B08",NA,"39",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B08"
"2015","approximate","traditional narrative","na","all","English","good","constant","46","46","no","urum1249","B10",NA,"51",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-B10"
"2015","approximate","traditional narrative","na","all","English","good","punctual","58","58","no","urum1249","B11",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B11"
"2015","approximate","traditional narrative","na","all","English","good","none","53","53","no","urum1249","B12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B12"
"2015","approximate","traditional narrative","na","all","English","medium","punctual","32","32","no","urum1249","B13",NA,"33",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-AN-00000-B13"
"2015","approximate","traditional narrative","na","all","English","good","punctual","60","60","no","urum1249","B14",NA,"50",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B14"
"2015","approximate","traditional narrative","na","all","English","good","none","18","18","no","urum1249","B16",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-AN-00000-B16"
"2015-12","certain","personal narrative","na","all","English","medium","punctual","30","30","no","urum1249","A02",NA,"63",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-CL-00000-A02"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","41","41","no","urum1249","A03",NA,"69",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-CL-00000-A03"
"2015-12","certain","personal narrative","na","all","English","good","punctual","19","19","no","urum1249","A04",NA,"34",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-CL-00000-A04"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","15","15","no","urum1249","A05",NA,"81",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-CL-00000-A05"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","28","28","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-CL-00000-A07"
"2015-12","certain","personal narrative","na","all","English","good","punctual","16","16","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-CL-00000-A10"
"2015","approximate","traditional narrative","na","all","English","good","punctual","21","21","no","urum1249","B03",NA,"21",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-CL-00000-B03"
"2015","approximate","personal narrative","na","all","English","good","punctual","6","6","no","urum1249","B16",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-CL-00000-B16"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","74","74","no","urum1249","A01",NA,"24",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A01"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","43","43","no","urum1249","A02",NA,"63",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-A02"
"2015-12","certain","traditional narrative","na","all","English","medium","punctual","76","76","no","urum1249","A03",NA,"69",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A03"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","104","104","no","urum1249","A04",NA,"34",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A04"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","101","101","no","urum1249","A05",NA,"81",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A05"
"2015-12","certain","traditional narrative","na","all","English","good","none","63","63","no","urum1249","A06",NA,"79",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A06"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","87","87","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-A07"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","99","99","no","urum1249","A08",NA,"27",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A08"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","105","105","no","urum1249","A09",NA,"83",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-A09"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","84","84","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A10"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","88","88","no","urum1249","A11",NA,"74",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A11"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","115","115","no","urum1249","A12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-A12"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","142","142","no","urum1249","A13",NA,"41",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A13"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","145","145","no","urum1249","A14",NA,"17",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-A14"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","108","108","no","urum1249","A15",NA,"18",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A15"
"2015-12","certain","traditional narrative","na","all","English","good","punctual","129","129","no","urum1249","A16",NA,"47",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-A16"
"2015","approximate","traditional narrative","na","all","English","good","punctual","78","78","no","urum1249","B01",NA,"52",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B01"
"2015","approximate","traditional narrative","na","all","English","good","punctual","86","86","no","urum1249","B02",NA,"61",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-B02"
"2015","approximate","traditional narrative","na","all","English","good","punctual","31","31","no","urum1249","B03",NA,"21",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B03"
"2015","approximate","traditional narrative","na","all","English","good","none","41","41","no","urum1249","B04",NA,"29",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B04"
"2015","approximate","traditional narrative","na","all","English","good","punctual","60","60","no","urum1249","B06",NA,"30",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B06"
"2015","approximate","traditional narrative","na","all","English","good","none","37","37","no","urum1249","B07",NA,"78",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B07"
"2015","approximate","traditional narrative","na","all","English","good","punctual","44","44","no","urum1249","B08",NA,"39",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B08"
"2015","approximate","traditional narrative","na","all","English","good","constant","44","44","no","urum1249","B10",NA,"51",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FE-00000-B10"
"2015","approximate","traditional narrative","na","all","English","good","punctual","38","38","no","urum1249","B11",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B11"
"2015","approximate","traditional narrative","na","all","English","good","none","42","42","no","urum1249","B12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B12"
"2015","approximate","traditional narrative","na","all","English","medium","punctual","73","73","no","urum1249","B14",NA,"50",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B14"
"2015","approximate","traditional narrative","na","all","English","good","punctual","43","43","no","urum1249","B16",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FE-00000-B16"
"2015-12","certain","personal narrative","na","all","English","good","punctual","72","72","no","urum1249","A01",NA,"24",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A01"
"2015-12","certain","personal narrative","na","all","English","medium","none","52","52","no","urum1249","A02",NA,"63",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-A02"
"2015-12","certain","personal narrative","na","all","English","good","none","61","61","no","urum1249","A03",NA,"69",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A03"
"2015-12","certain","personal narrative","na","all","English","good","punctual","87","87","no","urum1249","A04",NA,"34",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A04"
"2015-12","certain","personal narrative","na","all","English","good","none","105","105","no","urum1249","A05",NA,"81",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A05"
"2015-12","certain","personal narrative","na","all","English","good","punctual","103","103","no","urum1249","A06",NA,"79",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A06"
"2015-12","certain","personal narrative","na","all","English","good","none","82","82","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-A07"
"2015-12","certain","personal narrative","na","all","English","good","none","78","78","no","urum1249","A08",NA,"27",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A08"
"2015-12","certain","personal narrative","na","all","English","good","punctual","107","107","no","urum1249","A09",NA,"83",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-A09"
"2015-12","certain","personal narrative","na","all","English","good","none","74","74","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A10"
"2015-12","certain","personal narrative","na","all","English","medium","none","132","132","no","urum1249","A11",NA,"74",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A11"
"2015-12","certain","personal narrative","na","all","English","medium","constant","164","164","no","urum1249","A12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-A12"
"2015-12","certain","personal narrative","na","all","English","good","punctual","109","109","no","urum1249","A13",NA,"41",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A13"
"2015-12","certain","personal narrative","na","all","English","medium","punctual","115","115","no","urum1249","A14",NA,"17",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-A14"
"2015-12","certain","personal narrative","na","all","English","medium","punctual","80","80","no","urum1249","A15",NA,"18",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A15"
"2015-12","certain","personal narrative","na","all","English","medium","constant","159","159","no","urum1249","A16",NA,"47",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-A16"
"2015","approximate","personal narrative","na","all","English","medium","punctual","63","63","no","urum1249","B01",NA,"52",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B01"
"2015","approximate","personal narrative","na","all","English","good","none","65","65","no","urum1249","B02",NA,"61",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-B02"
"2015","approximate","personal narrative","na","all","English","good","punctual","48","48","no","urum1249","B03",NA,"21",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B03"
"2015","approximate","personal narrative","na","all","English","good","none","56","56","no","urum1249","B04",NA,"29",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B04"
"2015","approximate","personal narrative","na","all","English","good","punctual","56","56","no","urum1249","B06",NA,"30",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B06"
"2015","approximate","personal narrative","na","all","English","good","none","43","43","no","urum1249","B07",NA,"78",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B07"
"2015","approximate","personal narrative","na","all","English","medium","none","62","62","no","urum1249","B08",NA,"39",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B08"
"2015","approximate","personal narrative","na","all","English","good","constant","34","34","no","urum1249","B09",NA,"19",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B09"
"2015","approximate","personal narrative","na","all","English","good","constant","57","57","no","urum1249","B10",NA,"51",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-FM-00000-B10"
"2015","approximate","personal narrative","na","all","English","good","punctual","38","38","no","urum1249","B11",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B11"
"2015","approximate","personal narrative","na","all","English","good","none","42","42","no","urum1249","B12",NA,"67",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B12"
"2015","approximate","personal narrative","na","all","English","medium","none","85","85","no","urum1249","B14",NA,"50",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B14"
"2015","approximate","personal narrative","na","all","English","good","none","32","32","no","urum1249","B16",NA,"51",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-FM-00000-B16"
"2015-12","certain","personal narrative","na","all","English","medium","none","86","86","no","urum1249","A06",NA,"79",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-LG-00000-A06"
"2015-12","certain","personal narrative","na","all","English","good","none","74","74","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-LG-00000-A07"
"2015-12","certain","personal narrative","na","all","English","good","none","92","92","no","urum1249","A08",NA,"27",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-LG-00000-A08"
"2015-12","certain","personal narrative","na","all","English","good","punctual","101","101","no","urum1249","A09",NA,"83",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-LG-00000-A09"
"2015-12","certain","personal narrative","na","all","English","good","none","79","79","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-LG-00000-A10"
"2015-12","certain","personal narrative","na","all","English","good","punctual","138","138","no","urum1249","A13",NA,"41",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-LG-00000-A13"
"2015-12","certain","personal narrative","na","all","English","good","punctual","191","191","no","urum1249","A16",NA,"47",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-LG-00000-A16"
"2015","approximate","personal narrative","na","all","English","medium","punctual","76","76","no","urum1249","B14",NA,"50",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-LG-00000-B14"
"2015-12","certain","personal narrative","na","all","English","good","none","72","72","no","urum1249","A01",NA,"24",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A01"
"2015-12","certain","personal narrative","na","all","English","good","constant","80","80","no","urum1249","A02",NA,"63",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-VL-00000-A02"
"2015-12","certain","personal narrative","na","all","English","good","none","56","56","no","urum1249","A03",NA,"69",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A03"
"2015-12","certain","personal narrative","na","all","English","good","punctual","105","105","no","urum1249","A04",NA,"34",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A04"
"2015-12","certain","personal narrative","na","all","English","good","punctual","52","52","no","urum1249","A05",NA,"81",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A05"
"2015-12","certain","personal narrative","na","all","English","good","punctual","69","69","no","urum1249","A06",NA,"79",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A06"
"2015-12","certain","personal narrative","na","all","English","good","none","133","133","no","urum1249","A07",NA,"46",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-VL-00000-A07"
"2015-12","certain","personal narrative","na","all","English","good","none","84","84","no","urum1249","A08",NA,"27",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A08"
"2015-12","certain","personal narrative","na","all","English","good","punctual","88","88","no","urum1249","A09",NA,"83",NA,"certain",NA,"f",NA,"doreco_urum1249_UUM-TXT-VL-00000-A09"
"2015-12","certain","personal narrative","na","all","English","good","punctual","64","64","no","urum1249","A10",NA,"19",NA,"certain",NA,"m",NA,"doreco_urum1249_UUM-TXT-VL-00000-A10"
